企业人力资源管理,薪酬等一系列活动,包含,企业人力资源管理实践包括招聘、培训、工作设计、考核、薪酬等一系列活动
企业培训,培训效果,包含,企业培训开发活动通常包括培训需求分析、培训计划制定、培训活动组织实施以及培训效果评估四个环节。
企业培训,培训活动组织,包含,企业培训开发活动通常包括培训需求分析、培训计划制定、培训活动组织实施以及培训效果评估四个环节。
企业培训,培训计划,包含,企业培训开发活动通常包括培训需求分析、培训计划制定、培训活动组织实施以及培训效果评估四个环节。
企业培训,培训需求分析,包含,企业培训开发活动通常包括培训需求分析、培训计划制定、培训活动组织实施以及培训效果评估四个环节。
企业年金,退休保险,包含,企业年金包括各种类型的企业补充退休保险
企业文化,企业价值观念,包含,企业文化包括企业规章制度、企业思想作风、企业价值观念、企业行为方式等多方面
企业文化,企业行为方式等多方面,包含,企业文化包括企业规章制度、企业思想作风、企业价值观念、企业行为方式等多方面
企业的平衡计分卡,投资回报率,包含,一个企业的平衡计分卡可以包括以下指标：利润、营业额、销售额、现金流、投资回报率
企业的核心竞争力,人力资本,包含,即人力资本、社会资本和组织资本等以知识为基础的资本架构组成了企业的核心竞争力
企业的核心竞争力,社会资本,包含,即人力资本、社会资本和组织资本等以知识为基础的资本架构组成了企业的核心竞争力
企业的核心竞争力,资本架构,包含,即人力资本、社会资本和组织资本等以知识为基础的资本架构组成了企业的核心竞争力
企业的社会责任,经济责任,包含,该理论认为企业的社会责任不仅包括经济责任
企业的组织模式,业务运作模式,包含,一个企业的组织模式主要包括企业的组织结构、业务运作流程、业务运作模式
企业的组织模式,业务运作流程,包含,一个企业的组织模式主要包括企业的组织结构、业务运作流程、业务运作模式
企业的组织模式,企业的组织结构,包含,一个企业的组织模式主要包括企业的组织结构、业务运作流程、业务运作模式
企业的绩效考核指标,企业层面,包含,企业的绩效考核指标也包含三个层面：企业层面、部门层面和职位层面。
企业的绩效考核指标,职位层面,包含,企业的绩效考核指标也包含三个层面：企业层面、部门层面和职位层面。
企业社会责任的研究,企业社会责任概念,包含,企业社会责任的研究主要包括两部分[20]:一部分专注于企业社会责任概念的界定和完善
企业经营,人力资源管理,包含,对于把人力资源管理与开发纳入到企业经营总战略和总决策之中是非常有利的。
企业绩效,测评指标,包含,把程序测评指标纳入企业绩效测评体系
企业责任,法律责任,包含,企业责任包括经济责任、法律责任、道德责任和自愿决定（慈善)责任
企业责任,经济责任,包含,企业责任包括经济责任、法律责任、道德责任和自愿决定（慈善)责任
企业责任,道德责任,包含,企业责任包括经济责任、法律责任、道德责任和自愿决定（慈善)责任
传统军人保障制度,中央政府的责任,包含,即传统军人保障制度的财政基础不仅包括了中央政府的责任
传统的职业生涯方式,专家型的职业生涯方式,包含,当然传统的职业生涯方式还包括专家型的职业生涯方式
传记式项目检核记录表,价值观,包含,传记式项目检核记录表一般包括工作情况、嗜好、健康、社会关系、态度、兴趣、价值观、自我印象等项目。
供应能力,积蓄资源的能力,包含,企业资源供应能力包括从外部获取资源的能力和从内部积蓄资源的能力。
供应能力,获取资源的能力,包含,企业资源供应能力包括从外部获取资源的能力和从内部积蓄资源的能力。
信息来源,人力资源储备,包含,这些信息来源包括：组织目标信息、人力资源储备信息、技能储备信息、组织氛围指数等。
信息来源,技能储备信息,包含,这些信息来源包括：组织目标信息、人力资源储备信息、技能储备信息、组织氛围指数等。
信息来源,组织氛围指数,包含,这些信息来源包括：组织目标信息、人力资源储备信息、技能储备信息、组织氛围指数等。
信息来源,组织目标,包含,这些信息来源包括：组织目标信息、人力资源储备信息、技能储备信息、组织氛围指数等。
公司原先的福利计划,带薪休假,包含,某家公司原先的福利计划包括房租津贴、交通补助费、意外险、带薪休假等。
关系管理,劳动关系管理,包含,员工关系管理主要有如下内容：(1)劳动关系管理
具体的人力资源管理,薪酬管理,包含,4.确定具体的人力资源管理（包括薪酬管理的）技术和方法
具体的职位特征,因素比较法,包含,而不考虑具体的职位特征；定量方法包括要素计点法和因素比较法
具体的职位特征,要素计点法,包含,而不考虑具体的职位特征；定量方法包括要素计点法和因素比较法
典型的战略地图,平衡计分卡,包含,典型的战略地图包含20～30个相互关联的平衡计分卡指标
典型的职能范围,企业文化,包含,其典型的职能范围包括劳动关系管理、员工沟通、员工活动、激励、企业文化和员工关怀等。
典型的职能范围,劳动关系管理,包含,其典型的职能范围包括劳动关系管理、员工沟通、员工活动、激励、企业文化和员工关怀等。
典型的职能范围,员工,包含,其典型的职能范围包括劳动关系管理、员工沟通、员工活动、激励、企业文化和员工关怀等。
典型的职能范围,员工关怀,包含,其典型的职能范围包括劳动关系管理、员工沟通、员工活动、激励、企业文化和员工关怀等。
典型的职能范围,员工活动,包含,其典型的职能范围包括劳动关系管理、员工沟通、员工活动、激励、企业文化和员工关怀等。
军人伤亡保险,军人伤残保险,包含,军人伤亡保险实际上包括军人死亡保险与军人伤残保险两项内容。
军人的福利事业,精神病收养事业,包含,面向军人的福利事业包括军人休养事业、疗养事业、精神病收养事业、孤老收养事业等内容。
决策类,企业家,包含,信息类包括发言人、联系人和监控者；决策类包括领导者、企业家、分配者。
决策类,分配者,包含,信息类包括发言人、联系人和监控者；决策类包括领导者、企业家、分配者。
分析对象,人力资源部门,包含,分析对象包括组织高层管理者、人力资源部门、各级管理人员、其他人员等。
创新小组的成员,营销人员,包含,一个创新小组的成员至少要包括技术人员、生产制造人员、营销人员、业务人员或财务人员
劳动力市场理事会,工会联盟,包含,由工会联盟和雇主联合会的代表组成“劳动力市场理事会”
劳动力流动,职业流动,包含,劳动力流动主要包括职业流动、行业流动和地域流动三种形式
劳动合同,劳动关系,包含,可以像劳动合同一样包含劳动关系的各个方面
劳动合同的其他事项,法规规定,包含,(9)法律、法规规定应当纳入劳动合同的其他事项；
劳动标准,劳动条件,包含,劳动标准具体包括工作时间、最低工资、劳动条件、女职工和未成年工保护等各项国家劳动标准。
劳动标准,国家劳动标准,包含,劳动标准具体包括工作时间、最低工资、劳动条件、女职工和未成年工保护等各项国家劳动标准。
劳动标准,工作时间,包含,劳动标准具体包括工作时间、最低工资、劳动条件、女职工和未成年工保护等各项国家劳动标准。
医疗保险体系,农业劳动者,包含,农村居民、农业劳动者一般是最后纳入医疗保险体系。
参与人力资源开发的人员,员工,包含,组织中参与人力资源开发的人员主要包括：最高领导层、人力资源部、其他职能部门和员工。
参与人员,人力资源部门,包含,这些参与人员要包括业务部门和人力资源部门的职员。
双环学习,组织规范下的探索,包含,双环学习不仅包括在已有组织规范下的探索
发展阶梯,职业生涯阶梯模式,包含,职业生涯发展阶梯包括：职业生涯阶梯模式
变量,生产效率,包含,在这一层次上的典型指标或变量包括：销售额、生产效率、增长率、利润率、职工满意度、用户满意度。
变量,社会阶级,包含,这类变量包括社会阶级、保守态度、疏离感、学历等
员工为中心的结果,动机,包含,①人力资源管理实践——以员工为中心的结果；以员工为中心的结果包括员工的能力、动机和态度
员工为中心的结果,员工的能力,包含,①人力资源管理实践——以员工为中心的结果；以员工为中心的结果包括员工的能力、动机和态度
员工的保密性,单位秘密,包含,员工的保密性为主要包括遵守保密制度、不泄漏单位秘密以及不利用单位秘密牟利。
员工薪酬,福利,包含,刘昕在其所著的《薪酬管理》一书中认为福利是员工薪酬中的重要组成部分
员工配置,人力资源,包含,员工配置包括人力资源的流入和流出等环节
员工配置,招聘,包含,在本书第一章我们阐述了员工配置的核心活动包括招聘、选拔和雇佣
周边绩效,意志动机等因素,包含,又存在任务绩效和周边绩效之分；任务绩效是指工作的直接结果；周边绩效则包括人际、意志动机等因素
品德行为测评法则,测评标准,包含,就是通过品德行为测评法则（包括测评标准与方法）
国家的养老保险,劳动者,包含,如瑞典就是普遍保障模式；有些国家的养老保险只包括劳动者
国家财政,社会保险费,包含,在将社会保险费（税）及待遇支付直接纳入国家财政范畴的条件下
国际人力资源管理,企业经营,包含,国际人力资源管理是处在人力资源活动、员工类型和企业经营所在国类型这三个维度之中的互动组合。
国际人力资源管理,员工类型,包含,国际人力资源管理是处在人力资源活动、员工类型和企业经营所在国类型这三个维度之中的互动组合。
培训,岗位培训,包含,2.部门层次的培训：包括业务技术能力培训和岗位培训两部分
培训,技术能力,包含,2.部门层次的培训：包括业务技术能力培训和岗位培训两部分
培训,组织发展,包含,人力资源开发职能已经从培训与开发转向了包括职业开发和组织发展在内的职能的转变；下面
培训,职业开发,包含,人力资源开发职能已经从培训与开发转向了包括职业开发和组织发展在内的职能的转变；下面
培训与开发活动,员工的业务培训,包含,当今许多组织的培训与开发活动主要包括三种：新员工的入职培训、管理技能开发以及对员工的业务培训。
培训与开发活动,新员工的入职培训,包含,当今许多组织的培训与开发活动主要包括三种：新员工的入职培训、管理技能开发以及对员工的业务培训。
培训专题,公共服务中的领导艺术,包含,培训专题主要包括：工作团队开发、公共服务中的领导艺术、高级行政人员相关能力
培训专题,工作团队,包含,培训专题主要包括：工作团队开发、公共服务中的领导艺术、高级行政人员相关能力
培训专题,高级行政人员相关能力,包含,培训专题主要包括：工作团队开发、公共服务中的领导艺术、高级行政人员相关能力
培训内容,基本的工作规范,包含,培训内容包括IBM的历史背景、规章制度、技术和产品以及基本的工作规范和工作技巧。
培训内容,市场销售,包含,三天的培训内容包括签订合同、制订经营计划、购买材料、组织生产、市场销售和财务等等。
培训内容,经营计划,包含,三天的培训内容包括签订合同、制订经营计划、购买材料、组织生产、市场销售和财务等等。
培训的内容,工作时间,包含,培训的内容应包括公司的保障制度、政策、安全法规、工作时间、薪酬和考核制度等激励机制和压力机制
培训的内容,技能培训,包含,培训的内容包括方法、技能培训
培训的前期工作,培训环境,包含,培训的前期工作包括准备可行的课程计划、装备视听或电脑设备、布置培训环境。
培训的成本,培训部门的管理费,包含,培训的成本包括培训人员和受训员的薪酬、培训部门的管理费和一般管理费等。
培训的成本,直接成本,包含,培训的成本主要包括直接成本和机会成本。
培训的效益,培训的社会效益,包含,培训的效益包括培训工作给企业带来的经济效益和培训的社会效益。
培训课程,人力成本管理,包含,培训课程包括品质管理、产品品质评估、服务沟通、有效管理时间、领导风格、人力成本管理和团队精神等。
培训课程,品质管理,包含,培训课程包括品质管理、产品品质评估、服务沟通、有效管理时间、领导风格、人力成本管理和团队精神等。
培训课程,领导风格,包含,培训课程包括品质管理、产品品质评估、服务沟通、有效管理时间、领导风格、人力成本管理和团队精神等。
基于人的薪酬制度,年功序列制,包含,基于人的薪酬制度包括年功序列制、技术等级工资制等。
基于人的薪酬制度,技术等级工资制,包含,基于人的薪酬制度包括年功序列制、技术等级工资制等。
基本养老保险范围,城镇个体工商户,包含,将自由职业人员、城镇个体工商户纳入基本养老保险范围。
基本养老保险范围,自由职业人员,包含,将自由职业人员、城镇个体工商户纳入基本养老保险范围。
基本医疗保险支付范围,基本医疗服务项目,包含,其中基本医疗服务项目可以纳入基本医疗保险支付范围。
基本工资范畴,绩效工资,包含,但将绩效工资纳入基本工资范畴
基本技能培训,沟通能力,包含,基本技能培训内容包括沟通能力、创造性和解决问题的能力以及基本知识等几方面。
基本技能培训,解决问题的能力,包含,基本技能培训内容包括沟通能力、创造性和解决问题的能力以及基本知识等几方面。
基本职业素质内容,沟通技巧,包含,基本职业素质内容包括沟通技巧、计算机操作能力、英文水平及发展潜力等。
基本职业素质内容,计算机操作能力,包含,基本职业素质内容包括沟通技巧、计算机操作能力、英文水平及发展潜力等。
基本薪酬,年资薪酬,包含,并存型职务薪酬制是一种把基本薪酬分解成职务薪酬和年资薪酬的薪酬制度。
基本薪酬,职务薪酬,包含,并存型职务薪酬制是一种把基本薪酬分解成职务薪酬和年资薪酬的薪酬制度。
基础技能,写作等文字能力,包含,基础技能主要包括阅读、写作等文字能力和认知能力。
基础技能,认知能力,包含,基础技能主要包括阅读、写作等文字能力和认知能力。
外在薪酬,货币奖励,包含,外在薪酬则包括货币奖励和非货币奖励；这种对薪酬的定义
外在薪酬,非货币奖励,包含,外在薪酬则包括货币奖励和非货币奖励；这种对薪酬的定义
外部招聘,校园招聘,包含,外部招聘包括社会招聘和校园招聘。
外部招聘,社会招聘,包含,外部招聘包括社会招聘和校园招聘。
多元工作设计问卷,知觉运动型,包含,多元工作设计问卷包括四个类型的内容：动机型、机械型、生理型、知觉运动型
奖励,奖金,包含,并对参与的员工进行奖励(包括表彰、晋升以及奖金)。
奖励计划,短期激励计划,包含,奖励计划也包括了长期激励计划和短期激励计划。
奖励计划,长期激励计划,包含,奖励计划也包括了长期激励计划和短期激励计划。
完整的养老保险制度,基本养老保险,包含,完整的养老保险制度不仅包括了旨在保障个人基本生活的基本养老保险层次
完整的绩效指标,构成要素,包含,一个完整的绩效指标与其标准一般包括四个构成要素
定性方法,分类法,包含,定性方法包括职位分级法和分类法
定性方法,职位分级法,包含,定性方法包括职位分级法和分类法
定量方法,因素比较法,包含,而不考虑具体的职位特征；定量方法包括要素计点法和因素比较法
定量方法,要素计点法,包含,而不考虑具体的职位特征；定量方法包括要素计点法和因素比较法
导向评估法,目标管理法,包含,结果导向评估法主要包括：以个人绩效合约为基础的绩效考核、产量衡量法和目标管理法。
将测评要素,测评指标,包含,将测评要素层层分解成测评目标、测评项目、测评指标
将测评要素,测评目标,包含,将测评要素层层分解成测评目标、测评项目、测评指标
将测评要素,测评项目,包含,将测评要素层层分解成测评目标、测评项目、测评指标
岗位序列,具体的岗位,包含,每个岗位序列包含诸多具体的岗位
工作价值观,职业的伦理道德,包含,工作价值观包括从职业的伦理道德到工作的偏好
工作分析,所有管理需要的工作信息,包含,工作分析所搜集的信息应该包含所有管理需要的工作信息。
工作分析的信息内容,任职资格,包含,工作分析的信息内容包括工作描述、任职资格分析两大部分。
工作权限,人事权限,包含,工作权限一般包括三个部分：人事权限、财务权限和重大的业务权限
工作权限,财务权限,包含,工作权限一般包括三个部分：人事权限、财务权限和重大的业务权限
工作权限,重大的业务权限,包含,工作权限一般包括三个部分：人事权限、财务权限和重大的业务权限
工作环境,物质环境,包含,它重视如何设计适合于每一个人的工作程序与工作环境(包括物质环境的设备、工具、机器设计等)
工作环境的信息,工作时间表,包含,工作环境的信息包括工作的物理环境(如高温、嘈杂、严寒等)、工作时间表以及组织和社会的环境
工作环境的信息,工作的物理环境,包含,工作环境的信息包括工作的物理环境(如高温、嘈杂、严寒等)、工作时间表以及组织和社会的环境
工作的权限,决策的权限,包含,⑥工作的权限：包括决策的权限、对其他人实施监督的权限以及经费预算的权限等；
工作的权限,实施监督的权限,包含,⑥工作的权限：包括决策的权限、对其他人实施监督的权限以及经费预算的权限等；
工作的权限,经费预算的权限,包含,⑥工作的权限：包括决策的权限、对其他人实施监督的权限以及经费预算的权限等；
工作系统,工作组织,包含,工作系统包括工作者、工作组织和工作本身。
工作职位概要,工作任务,包含,工作职位概要一般包括：职位名称、工作任务和工作条件。
工作职位概要,工作条件,包含,工作职位概要一般包括：职位名称、工作任务和工作条件。
工作职位概要,职位名称,包含,工作职位概要一般包括：职位名称、工作任务和工作条件。
常用的评估工具,绩效考核,包含,常用的评估工具包括绩效考核的数据
常见的报酬因素,努力程度,包含,常见的报酬因素包括技能、责任、工作条件和努力程度等
常见的报酬因素,工作条件,包含,常见的报酬因素包括技能、责任、工作条件和努力程度等
常见的报酬因素,责任,包含,常见的报酬因素包括技能、责任、工作条件和努力程度等
常见的职位评价技术,因素比较法,包含,组织最常见的职位评价技术包括以下四种：强制排序法、职位分类法、点值要素法和因素比较法。
常见的职位评价技术,强制排序法,包含,组织最常见的职位评价技术包括以下四种：强制排序法、职位分类法、点值要素法和因素比较法。
常见的职位评价技术,点值要素法,包含,组织最常见的职位评价技术包括以下四种：强制排序法、职位分类法、点值要素法和因素比较法。
序列的专业胜任能力,产品知识技术能力,包含,该序列的专业胜任能力则包括市场信息分析能力、产品知识技术能力、客户关系管理能力、销售业务管理能力等
开发分层分类的人力资源管理系统,培训,包含,开发分层分类的人力资源管理系统(具体包括招聘、培训、工作设计、报酬和绩效评价等人力资源管理实践)
开发分层分类的人力资源管理系统,工作设计,包含,开发分层分类的人力资源管理系统(具体包括招聘、培训、工作设计、报酬和绩效评价等人力资源管理实践)
开发分层分类的人力资源管理系统,报酬,包含,开发分层分类的人力资源管理系统(具体包括招聘、培训、工作设计、报酬和绩效评价等人力资源管理实践)
开发分层分类的人力资源管理系统,招聘,包含,开发分层分类的人力资源管理系统(具体包括招聘、培训、工作设计、报酬和绩效评价等人力资源管理实践)
开发分层分类的人力资源管理系统,绩效评价等人力资源,包含,开发分层分类的人力资源管理系统(具体包括招聘、培训、工作设计、报酬和绩效评价等人力资源管理实践)
影响劳动需求的因素,经济增长,包含,影响劳动需求的因素主要包括经济增长、经济转型、资本有机构成和产业结构等。
思考能力,决策的能力,包含,在思考能力中包括资源管理能力和解决问题以及决策的能力。
思考能力,决策能力,包含,思考能力包括资源管理能力以及问题解决与决策能力。
思考能力,管理能力,包含,在思考能力中包括资源管理能力和解决问题以及决策的能力。
总报酬模型,个人发展,包含,总报酬模型包括薪酬、福利、平衡工作与生活、绩效与认可、个人发展与职业机会等五个部分。
总报酬模型,福利,包含,总报酬模型包括薪酬、福利、平衡工作与生活、绩效与认可、个人发展与职业机会等五个部分。
总报酬模型,薪酬,包含,总报酬模型包括薪酬、福利、平衡工作与生活、绩效与认可、个人发展与职业机会等五个部分。
总的劳动力,失业者,包含,总的劳动力包括在业者和失业者。
成功绩效的能力要素,行为方式,包含,决定成功绩效的能力要素既包括一个人所具有的专业知识和行为方式等表层的因素
战略,外部竞争策略,包含,战略是内部管理优化和外部竞争策略的组合。
战略学习,战略强化型学习,包含,战略学习包括战略强化型学习和战略更新型学习。
战略学习,战略更新型学习,包含,战略学习包括战略强化型学习和战略更新型学习。
所有人格因素的基础,人格维度,包含,有五项人格维度构成了所有人格因素的基础
所有培训,团队功能的感受,包含,且所有培训都包括对团队功能的感受、知觉、信念的检验与讨论
承担的责任,工作任务的分配,包含,他们承担的责任包括控制工作节奏、决定工作任务的分配、安排工作时间等。
技能培训,技能方面的培训,包含,技能培训包括组织、领导、管理及个人技能方面的培训。
技能清单,所有的员工,包含,其技能清单中要包括所有的员工；而对于那些组织人员流动频率不高
招聘,素质测评,包含,招聘按照报名、资格审查、考试考核（包括笔试、面试和素质测评）、决定聘用的程序进行。
招聘广告的内容,人事政策,包含,招聘广告的内容包括：广告题目、公司简介、审批机关、招聘岗位、人事政策、联系方式
招聘广告的内容,审批机关,包含,招聘广告的内容包括：广告题目、公司简介、审批机关、招聘岗位、人事政策、联系方式
招聘广告的内容,招聘岗位,包含,招聘广告的内容包括：广告题目、公司简介、审批机关、招聘岗位、人事政策、联系方式
招聘流程,招聘的准备阶段,包含,招聘流程包括招聘的准备阶段、实施阶段和评估阶段三个阶段；狭义上来看
招聘流程,评估阶段,包含,招聘流程包括招聘的准备阶段、实施阶段和评估阶段三个阶段；狭义上来看
招聘过程,招聘工作的评估,包含,而实际上对招聘工作的评估和反馈是招聘过程的一个重要的组成部分。
指标体系,绩效指标,包含,指标体系包括了绩效指标和与之相对应的标准。
提供的社会救助,实物援助,包含,国家或社会提供的社会救助包括现金援助、实物援助、服务援助等
提到的工作关系,职位在组织中的位置,包含,职位描述中所提到的工作关系主要包括两部分：一部分是该职位在组织中的位置
社会保险制度,基本养老保险,包含,社会保险制度包括基本养老保险、基本医疗保险、失业保险、工伤保险和生育保险五个项目
社会保险制度,基本医疗保险,包含,社会保险制度包括基本养老保险、基本医疗保险、失业保险、工伤保险和生育保险五个项目
社会保险制度,失业保险,包含,社会保险制度包括基本养老保险、基本医疗保险、失业保险、工伤保险和生育保险五个项目
社会保险制度,工伤保险,包含,社会保险制度包括基本养老保险、基本医疗保险、失业保险、工伤保险和生育保险五个项目
社会保险制度,生育保险,包含,社会保险制度包括基本养老保险、基本医疗保险、失业保险、工伤保险和生育保险五个项目
社会保障体系,基本社会保障,包含,社会保障体系可以划分为基本社会保障（正式制度安排）和补充社会保障（非正式制度）两个部分。
社会保障体系,基本社会保障制度,包含,社会保障体系通常包括基本社会保障制度与补充社会保障两大类
社会保障体系,工薪劳动者,包含,不仅工薪劳动者纳入了社会保障体系
社会保障体系,已有的社会救助项目,包含,社会保障体系不仅包括各种已有的社会救助项目与社会保险项目
社会保障制度的基石,面向贫困人口的社会救助,包含,面向贫困人口的社会救助构成了各国社会保障制度的基石等等。
社会保障法的基本内容,社会保障法的调整对象,包含,社会保障法的基本内容包括社会保障法的调整对象、主体与客体等。
社会保障,社会保险,包含,社会保障的内容主要包括社会救助、社会保险与社会福利三大部分
社会保障,社会救助,包含,社会保障的内容主要包括社会救助、社会保险与社会福利三大部分
社会制度,社会保障子系统,包含,作为一个由多个社会保障子系统或项目构成的基本社会制度
社会成员,劳动者,包含,由于社会成员包括劳动者在社会生活以及劳动过程中
社会现实,有意义的社会行为,包含,他的主要观点是：社会现实从根本上讲是由人们和他们有意义的社会行为构成的
社会福利,儿童福利,包含,各种儿童福利构成了社会福利的重要内容。
社会福利项目的资金来源,政府的财政预算拨款,包含,社会福利项目的资金来源包括各级政府的财政预算拨款
社会经济制度,职业的分工,包含,职业的分工是构成社会经济制度运行的主体
社会经济状况,经济要素,包含,社会经济状况包括经济要素的性质、水平、结构、变动趋势等多方面的内容
社保基金的投资方向,投资企业债券,包含,社保基金的投资方向包括四个方面：银行存款、国债买卖、投资企业债券和金融债券、进入证券市场。
